,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Tafa4,0.824835758,-0.436617858,0.027,0.03,1
Map3k21,0.824835758,-0.27034831,0.027,0.03,1
Rcor2,0.825608893,0.144200772,0.203,0.189,1
Pex10,0.825934846,-0.238686897,0.107,0.11,1
Pou3f2,0.825995949,0.100634642,0.187,0.171,1
Prima1,0.826085069,-0.208331161,0.08,0.085,1
Sned1,0.826419711,0.207155952,0.053,0.049,1
Hps4,0.826535004,-0.202107935,0.449,0.396,1
S100a4,0.826668206,-0.14740944,0.439,0.421,1
Acad11,0.826763648,-0.198597991,0.187,0.189,1
Catsper2,0.826804109,-0.562341124,0.096,0.098,1
Mau2,0.826929971,-0.168374944,0.476,0.445,1
Usp36,0.826945524,-0.100336667,0.267,0.262,1
Gm10451,0.827277043,-0.426099932,0.021,0.024,1
Sephs2,0.827460507,-0.233419072,0.278,0.28,1
Ghr,0.827648292,-0.106953716,0.353,0.341,1
Adcy10,0.827672295,0.182793685,0.021,0.018,1
Gm13822,0.827672295,1.706479483,0.021,0.018,1
Panct2,0.827685213,-0.266952095,0.027,0.03,1
Disp1,0.827685213,-0.249791077,0.027,0.03,1
Gm3892,0.827685213,-0.290001347,0.027,0.03,1
Gpr182,0.827685213,-0.251243736,0.027,0.03,1
Ormdl3,0.8277021,0.552204788,0.353,0.335,1
Pip5k1a,0.827885894,-0.111675183,0.674,0.61,1
Lbr,0.828575212,-0.127309399,0.38,0.354,1
Nudcd1,0.828615064,-0.300146053,0.353,0.341,1
Ppm1f,0.828761834,-0.219532595,0.417,0.378,1
Kti12,0.828780812,-0.10938894,0.193,0.195,1
Ercc6,0.829106915,0.311061853,0.166,0.152,1
Zfp369,0.829173054,-0.170018669,0.267,0.268,1
9330020H09Rik,0.829265847,-0.168476986,0.08,0.073,1
Fyco1,0.829524096,0.179009052,0.203,0.195,1
Gm13778,0.829631769,-0.290693698,0.075,0.067,1
Agpat5,0.829635983,-0.120784262,0.615,0.585,1
Rgcc,0.829682359,-0.371237389,0.46,0.402,1
Nfxl1,0.82977987,-0.22665958,0.112,0.116,1
Rbm10,0.829789577,0.318821857,0.337,0.335,1
Dusp10,0.83018142,-0.145149729,0.198,0.183,1
Gm17056,0.830456005,-0.437616816,0.021,0.024,1
Lncenc1,0.830456005,-0.528644346,0.021,0.024,1
Olfr1124,0.830536938,-0.167944355,0.027,0.03,1
Dact1,0.830536938,-0.426479721,0.027,0.03,1
Neto1,0.830536938,-0.360595587,0.027,0.03,1
Supt7l,0.830908822,-0.66994695,0.182,0.177,1
Derl2,0.830968081,-0.100871668,0.529,0.47,1
Rfx4,0.831066348,0.568093221,0.021,0.018,1
Gm12299,0.831066348,0.118558226,0.021,0.018,1
Gm2350,0.831066348,0.101601889,0.021,0.018,1
Stard3,0.831282664,0.432721491,0.278,0.256,1
Fam53b,0.831530568,-0.247487176,0.198,0.195,1
Arc,0.831580036,0.344134894,0.032,0.037,1
Cep112,0.831736517,-0.229765138,0.155,0.159,1
Zfp775,0.831753703,-0.150445744,0.144,0.146,1
Ccdc148,0.831753733,-0.306200252,0.144,0.146,1
Galk2,0.832047136,0.117173715,0.406,0.409,1
1110017D15Rik,0.832051038,-0.36137609,0.086,0.091,1
Eipr1,0.832424135,0.261929208,0.572,0.53,1
Fgfbp3,0.832493479,-0.537388572,0.048,0.043,1
Bbs2,0.832581095,-0.213466387,0.171,0.171,1
Gorab,0.832702143,-0.110046166,0.166,0.171,1
Ercc6l2,0.832751277,-0.170251359,0.396,0.39,1
Eng,0.83287136,0.210629139,0.053,0.049,1
Nif3l1,0.832968277,0.314027575,0.321,0.305,1
Arhgef6,0.833010363,-0.120350157,0.406,0.366,1
Asb13,0.83320827,-0.208358506,0.166,0.177,1
Akr1b10,0.83321166,-0.164047724,0.102,0.091,1
Gm33732,0.833390897,-0.160813282,0.027,0.03,1
Arhgap19,0.833390897,-0.408770358,0.027,0.03,1
Slc7a11,0.833637744,-0.430577708,0.021,0.024,1
Podnl1,0.833637744,-0.42517931,0.021,0.024,1
4933415A04Rik,0.834193497,-0.1100124,0.032,0.037,1
Gm12184,0.834193497,0.400400275,0.032,0.037,1
Arsg,0.83426782,-0.329625754,0.166,0.152,1
Pcdhb19,0.834301788,-0.167308042,0.134,0.14,1
Cd34,0.834463555,0.181073342,0.021,0.018,1
Olfr56,0.834463555,0.181593733,0.021,0.018,1
Ccdc120,0.83467844,-0.429492641,0.118,0.104,1
Tmem51,0.834724253,0.518764631,0.059,0.055,1
Blm,0.835562175,-0.174270669,0.182,0.165,1
C130036L24Rik,0.835744315,-0.298094824,0.112,0.116,1
Ifi47,0.836247053,-0.478919959,0.027,0.03,1
Gm19605,0.836247053,-0.218887623,0.027,0.03,1
Gm43674,0.836419622,-0.426609242,0.096,0.098,1
AW011738,0.836637015,-0.116731315,0.123,0.128,1
Gm9774,0.836822209,-0.338998242,0.021,0.024,1
Ttc39aos1,0.836822209,-0.292802688,0.021,0.024,1
Gm10101,0.836822209,-0.289655731,0.021,0.024,1
Krt7,0.836822209,-0.394503447,0.021,0.024,1
Efcab5,0.837048639,-0.144260239,0.048,0.043,1
Gm29771,0.837691242,0.139232191,0.471,0.463,1
A930006K02Rik,0.837718006,-0.308512777,0.118,0.122,1
Abcf1,0.837837883,-0.119306506,0.904,0.884,1
Tmem72,0.837863854,-0.143533879,0.021,0.018,1
Gm34590,0.837863854,0.101162453,0.021,0.018,1
Brwd3,0.838459332,-0.421684384,0.283,0.287,1
Fras1,0.838506746,0.473997223,0.102,0.098,1
Intu,0.838741729,-0.144407703,0.086,0.091,1
Rab20,0.839328279,-0.750777154,0.048,0.043,1
Cip2a,0.839328279,-0.251168287,0.048,0.043,1
1700124L16Rik,0.840009351,-0.369388133,0.021,0.024,1
Zfp114,0.840009351,-0.383415994,0.021,0.024,1
Klk1b27,0.840009351,-0.382251975,0.021,0.024,1
Atp10a,0.840009351,-0.272767031,0.021,0.024,1
Gm44777,0.840009351,-0.534337228,0.021,0.024,1
Jak3,0.840009351,-0.281985773,0.021,0.024,1
Gm1123,0.840009351,-0.230553009,0.021,0.024,1
Gm12089,0.840009351,-0.336698085,0.021,0.024,1
Gm11747,0.840009351,-0.318813885,0.021,0.024,1
Slc29a3,0.840113226,-0.179359638,0.396,0.354,1
Tfe3,0.840402962,-0.101563093,0.588,0.579,1
Zdhhc18,0.840597322,-0.169823757,0.786,0.738,1
Pde4a,0.841086835,-0.113493537,0.31,0.274,1
Ctxn2,0.841107162,-0.495543707,0.155,0.14,1
Igfbp7,0.841115683,0.798905423,0.134,0.128,1
Dnajc16,0.841215045,-0.214643945,0.219,0.201,1
Mroh8,0.841267184,0.115227399,0.021,0.018,1
Gm10282,0.841267184,0.155837348,0.021,0.018,1
Fam184a,0.841353759,0.160389741,0.257,0.244,1
Pcdhb16,0.84159736,-0.341232732,0.08,0.085,1
Arrb1,0.841872924,0.224751463,0.642,0.652,1
Acsf2,0.841965809,-0.167776686,0.027,0.03,1
Gm37305,0.842091483,-0.140834488,0.086,0.091,1
Gm26614,0.842559334,0.203785916,0.406,0.396,1
Comt,0.842841046,-0.135275507,0.824,0.817,1
Xpc,0.843025209,0.173985756,0.465,0.433,1
Sh3yl1,0.84304993,0.111903292,0.545,0.537,1
Hjurp,0.843104431,-0.210572171,0.31,0.293,1
Dctd,0.843199118,-0.667140807,0.021,0.024,1
BC043934,0.843199118,-0.300055367,0.021,0.024,1
Gm17201,0.843199118,-0.331180539,0.021,0.024,1
Gm47802,0.843199118,-0.331798538,0.021,0.024,1
Hrh2,0.843199118,-0.698120014,0.021,0.024,1
F830016B08Rik,0.843199118,0.35256551,0.021,0.024,1
Zfp809,0.843574388,-0.189824421,0.241,0.213,1
Efcab11,0.844106833,-0.456482753,0.064,0.067,1
Abhd13,0.844163743,-0.264349628,0.225,0.213,1
Tpx2,0.844417031,-0.426315932,0.075,0.079,1
Tmem41b,0.844582128,-0.164843668,0.711,0.695,1
Gm43728,0.844673483,-0.152008505,0.021,0.018,1
Mia,0.844673483,-0.489052082,0.021,0.018,1
Wnt5a,0.844673483,-0.171170356,0.021,0.018,1
Serpinb5,0.844828337,-1.125377694,0.027,0.03,1
Zfp59,0.844828337,-0.374261175,0.027,0.03,1
Tnfrsf13b,0.844828337,-0.126172799,0.027,0.03,1
Zfp317,0.844972943,-0.105704884,0.267,0.262,1
Gm12976,0.845032003,-0.202458032,0.118,0.122,1
Vps16,0.845107657,0.535961126,0.305,0.305,1
Mgrn1,0.845486648,-0.342591769,0.433,0.409,1
Chtf8,0.845787354,0.290936765,0.064,0.061,1
Sgo2a,0.846175219,-0.100221369,0.048,0.043,1
Lrrc55,0.846203428,-1.004785397,0.075,0.079,1
Gabrb2,0.846391459,1.740190484,0.021,0.024,1
4933433G19Rik,0.846391459,-0.364278672,0.021,0.024,1
Cds1,0.846440292,0.106953725,0.353,0.317,1
Gm4631,0.846771392,-0.286087671,0.102,0.104,1
Nop14,0.846990974,-0.212638529,0.529,0.506,1
AA387200,0.847037644,0.300487855,0.059,0.055,1
Tcea2,0.847037693,-0.256019328,0.497,0.457,1
Zfp651,0.847410717,-0.130948059,0.412,0.366,1
Kdelr2,0.847492913,-0.111385351,0.46,0.415,1
Sh3bp1,0.847692914,0.625642414,0.027,0.03,1
Ncan,0.84770125,-0.163233549,0.112,0.116,1
2310022B05Rik,0.847880262,-0.351788729,0.396,0.384,1
Gm1667,0.848082688,-0.203853046,0.021,0.018,1
1700093K21Rik,0.848082688,-0.122316028,0.021,0.018,1
Gm11627,0.848082688,-0.225647033,0.021,0.018,1
Dnaic2,0.848082688,-0.228317997,0.021,0.018,1
Gpr65,0.848082688,-0.236653541,0.021,0.018,1
Adgrv1,0.848082688,2.11895781,0.021,0.018,1
Pcdha9,0.848082688,-0.133017578,0.021,0.018,1
Syt12,0.848082688,-0.173705703,0.021,0.018,1
Lyn,0.848463975,0.104332286,0.235,0.238,1
Lurap1l,0.848488128,0.13334633,0.401,0.39,1
Snap23,0.849015679,-0.168411225,0.257,0.25,1
Lekr1,0.849184899,-0.164249084,0.262,0.262,1
Vav3,0.849586323,-0.247117597,0.021,0.024,1
Gm26756,0.849586323,-0.209852161,0.021,0.024,1
Gm20501,0.849586323,-0.283605555,0.021,0.024,1
F9,0.849586323,-0.273772811,0.021,0.024,1
Poglut2,0.849778586,0.340541683,0.075,0.079,1
Zfp54,0.849881997,-0.303974002,0.064,0.067,1
Traf3ip1,0.850658129,-0.140686968,0.171,0.159,1
Gm4924,0.850663966,-0.210136709,0.225,0.201,1
Nsmce4a,0.851101912,0.103576594,0.706,0.683,1
Lurap1,0.851107861,0.107679653,0.086,0.079,1
Rpusd2,0.851494738,-0.122275304,0.021,0.018,1
Ppp1r16b,0.851494738,-0.751580813,0.021,0.018,1
Iqgap3,0.851494738,-0.208813323,0.021,0.018,1
Gm12744,0.851494738,-0.17140062,0.021,0.018,1
Gm30108,0.851494738,-0.197866269,0.021,0.018,1
Acvrl1,0.851494738,-0.193163134,0.021,0.018,1
Gm49708,0.851494738,-0.25381243,0.021,0.018,1
Cdr1,0.851494738,-0.265318173,0.021,0.018,1
Flnb,0.852291429,-0.151249669,0.396,0.36,1
Zfp2,0.852388943,-0.105284145,0.492,0.463,1
Gm29264,0.852783659,-0.147329937,0.021,0.024,1
Gm47015,0.852783659,-0.166234527,0.021,0.024,1
1700081N11Rik,0.852783659,-0.352018489,0.021,0.024,1
Gm266,0.852783659,-0.140391212,0.021,0.024,1
Gm36445,0.852783659,-0.220401501,0.021,0.024,1
Csf2rb,0.852783659,0.221750001,0.021,0.024,1
D930030I03Rik,0.852783659,-0.154853017,0.021,0.024,1
Ascc1,0.852816936,-0.187083425,0.652,0.579,1
Gm48693,0.853033793,-0.302887577,0.048,0.043,1
Zfp119b,0.853033793,-0.267634056,0.048,0.043,1
Lrmda,0.85309596,0.137682552,0.187,0.171,1
1700003E16Rik,0.853356835,-0.173275401,0.075,0.079,1
Wrn,0.853561407,-0.118252092,0.433,0.415,1
Tyw1,0.853629563,-0.18198991,0.193,0.189,1
Zfp955b,0.853690357,-0.29531662,0.406,0.366,1
Tnfrsf22,0.853736606,-0.388077064,0.064,0.067,1
Mis18a,0.853914884,-0.102640173,0.235,0.232,1
Ptbp1,0.854017516,-0.486910826,0.187,0.177,1
Cep41,0.854124296,-0.691272618,0.214,0.213,1
Plvap,0.854283728,0.135947947,0.214,0.22,1
Nudt5,0.854294388,-0.221125824,0.406,0.409,1
Taf8,0.854544919,-0.294802141,0.128,0.128,1
Lhpp,0.854550476,-0.188026871,0.278,0.25,1
Slain1,0.854571678,-0.409721121,0.086,0.079,1
Sass6,0.854701293,0.571767809,0.219,0.207,1
Inpp1,0.85488277,0.106371128,0.61,0.573,1
Calr4,0.85490957,-0.213606023,0.021,0.018,1
Il16,0.85490957,-0.47720643,0.021,0.018,1
Gm33053,0.85490957,-0.854526019,0.021,0.018,1
Gm29562,0.85490957,-0.292610915,0.021,0.018,1
4930547E14Rik,0.85490957,-0.434983349,0.021,0.018,1
Scd3,0.85490957,-0.208166551,0.021,0.018,1
Lpar4,0.85490957,-0.836514346,0.021,0.018,1
Gm15201,0.85490957,-0.244388363,0.021,0.018,1
Iqcb1,0.855120109,0.15326212,0.588,0.543,1
Gm6598,0.855983417,-0.154899281,0.021,0.024,1
Enpp3,0.855983417,-0.163034587,0.021,0.024,1
F630042J09Rik,0.855983417,-0.10243827,0.021,0.024,1
Mst1r,0.856042508,-0.103585993,0.08,0.073,1
Gja1,0.856042508,-0.15917483,0.08,0.073,1
Sec63,0.856092743,-0.16640953,0.727,0.756,1
Rnf169,0.856161216,-0.102427024,0.396,0.39,1
Gmds,0.85621207,0.203318788,0.374,0.341,1
Coprs,0.856389081,-0.101057,0.904,0.854,1
Dnaic1,0.856531915,-0.539519882,0.016,0.018,1
Gm44081,0.856531915,-0.355537172,0.016,0.018,1
Gm10131,0.856531915,-0.490823021,0.016,0.018,1
F2rl3,0.856531915,-0.632854534,0.016,0.018,1
Gm30015,0.856531915,-0.507862738,0.016,0.018,1
Spdl1,0.856531915,-0.423746114,0.016,0.018,1
Gm5475,0.856531915,-0.449306376,0.016,0.018,1
Gm16008,0.856645569,-0.116132687,0.198,0.183,1
Pacs1,0.856684936,0.124070867,0.422,0.402,1
1700029J07Rik,0.857383664,-0.25294309,0.075,0.067,1
Slc25a13,0.85761239,-0.212798582,0.048,0.043,1
Gm10643,0.85761239,-0.311147603,0.048,0.043,1
1700112J16Rik,0.857763278,-1.366005157,0.102,0.104,1
9230116N13Rik,0.857833886,-0.31629127,0.08,0.073,1
Mmp24,0.857860753,-0.106703118,0.508,0.463,1
Ikzf4,0.858057995,-0.184614242,0.16,0.146,1
Dbf4,0.858311971,-0.731684853,0.07,0.073,1
Gm4869,0.858327122,-0.316616617,0.021,0.018,1
Tex26,0.858327122,-0.19501097,0.021,0.018,1
Gm36236,0.858327122,-0.407866492,0.021,0.018,1
Tm6sf1,0.858623397,0.101275593,0.615,0.585,1
Zfp553,0.859059884,-0.117870754,0.187,0.195,1
Ooep,0.859170989,1.621609667,0.027,0.03,1
Gm13373,0.859185543,1.774051823,0.021,0.024,1
Tbc1d2,0.859185543,-0.101731126,0.021,0.024,1
Wnt4,0.859185543,0.252610511,0.021,0.024,1
3300002A11Rik,0.859185543,1.502737928,0.021,0.024,1
Nfe2l3,0.859240474,-0.321045841,0.075,0.067,1
Polr1b,0.859525044,-0.667606415,0.064,0.067,1
Tap2,0.859802711,0.256073889,0.187,0.183,1
Kcnt2,0.860219487,-0.464785277,0.016,0.018,1
Gm12473,0.860219487,-0.397044874,0.016,0.018,1
Papolb,0.860219487,-0.395924697,0.016,0.018,1
4921507P07Rik,0.860219487,-0.465977882,0.016,0.018,1
Gm45356,0.860219487,-0.278319362,0.016,0.018,1
Gm16322,0.860219487,-0.304343853,0.016,0.018,1
Capsl,0.860219487,-0.305293538,0.016,0.018,1
Gm48956,0.860219487,-0.796793043,0.016,0.018,1
Gm20468,0.860219487,-0.31263229,0.016,0.018,1
Slc35g1,0.860219487,-0.278144217,0.016,0.018,1
Fuca2,0.860273459,0.110077783,0.652,0.659,1
Gm2a,0.860398148,-0.139374485,0.369,0.354,1
Gtf2h3,0.860490527,-0.470230639,0.07,0.061,1
Doc2b,0.860953351,-0.12904199,0.053,0.049,1
Gm5820,0.860953351,-0.182825092,0.053,0.049,1
Taco1,0.860958046,-0.11520499,0.134,0.122,1
Ppp1r13b,0.861400155,-0.356009078,0.69,0.64,1
Rab11fip5,0.862099663,-0.154066128,0.481,0.457,1
Zfp874b,0.862260097,-0.31434742,0.358,0.329,1
Pax6os1,0.862389987,0.775334501,0.021,0.024,1
Rad51b,0.862389987,0.288446771,0.021,0.024,1
Zfp334,0.86274044,-0.193221063,0.144,0.146,1
Kcnh2,0.862889119,-0.224545643,0.364,0.317,1
Fancm,0.862934578,-0.195534134,0.15,0.152,1
1700086O06Rik,0.863039664,-0.161912033,0.631,0.604,1
Tgfa,0.863089896,0.928959496,0.091,0.085,1
Pars2,0.86312128,-0.128892721,0.053,0.049,1
Ap5b1,0.86312128,0.419698928,0.053,0.049,1
Tbc1d17,0.863124649,-0.181310565,0.364,0.348,1
Ap1g2,0.863388221,-0.400971544,0.064,0.067,1
Hist1h2ae,0.863508628,0.152619101,0.064,0.061,1
Klhl11,0.863517903,-0.226941814,0.134,0.134,1
Aldoc,0.863849886,-0.114069644,0.888,0.872,1
Slc40a1,0.86391011,-0.382081293,0.016,0.018,1
2810459M11Rik,0.86391011,-0.635777658,0.016,0.018,1
Trpm8,0.86391011,-0.89644914,0.016,0.018,1
Kif28,0.86391011,-1.238505021,0.016,0.018,1
Efna4,0.86391011,-0.269956011,0.016,0.018,1
Tas1r1,0.86391011,-0.683941086,0.016,0.018,1
Irs3,0.86391011,-0.364068662,0.016,0.018,1
Slc6a1,0.86391011,-0.363603222,0.016,0.018,1
Rbpms2,0.86391011,-0.340557413,0.016,0.018,1
Gm49733,0.86391011,-0.350939532,0.016,0.018,1
Gm17036,0.86391011,-0.32050551,0.016,0.018,1
2010320O07Rik,0.86391011,-0.801418766,0.016,0.018,1
Gldc,0.86391011,-0.30227235,0.016,0.018,1
Kif20b,0.86391011,-0.313882081,0.016,0.018,1
Smim9,0.86391011,-0.241356384,0.016,0.018,1
St3gal1,0.863931952,-0.119102174,0.086,0.091,1
Rad9a,0.864063581,0.259068405,0.176,0.165,1
Prmt6,0.86407508,-0.174023787,0.166,0.152,1
Tmem104,0.864103592,-0.300583074,0.316,0.311,1
Myorg,0.864111442,-0.404916321,0.08,0.085,1
Pus7,0.86412799,-0.142656276,0.267,0.268,1
Polm,0.864186413,-0.12631124,0.112,0.104,1
Hk1os,0.86419889,0.654365657,0.112,0.116,1
Grik3,0.864915115,0.211168373,0.107,0.104,1
Apcdd1,0.864921366,0.946315349,0.027,0.03,1
Ppih,0.865214947,-0.15440438,0.358,0.366,1
Fcsk,0.86529024,-0.118578333,0.053,0.049,1
Cped1,0.865596697,0.128605758,0.021,0.024,1
Ap3m2,0.865752715,0.155868086,0.439,0.427,1
Chst11,0.866058194,0.103567519,0.096,0.091,1
Mageh1,0.866093462,0.230392495,0.417,0.378,1
Trim12c,0.866134709,-0.127766684,0.374,0.366,1
Nrtn,0.866396131,-0.548988014,0.118,0.116,1
Inpp5b,0.866525637,-0.161417113,0.316,0.287,1
Zfp143,0.866854435,0.348396178,0.171,0.177,1
Ryk,0.866890147,-0.143549522,0.529,0.494,1
Mplkip,0.867043729,-0.159282202,0.487,0.482,1
Dtwd1,0.867049403,-0.113058525,0.15,0.134,1
Rnf34,0.867058102,-0.30770425,0.561,0.543,1
Cdc25b,0.867301709,0.132747321,0.086,0.091,1
Tdrd7,0.867385527,0.120389481,0.503,0.476,1
Serinc4,0.867603704,-0.269143994,0.016,0.018,1
Hist2h2bb,0.867603704,-0.168161795,0.016,0.018,1
Spaca1,0.867603704,-0.379108851,0.016,0.018,1
Csmd2os,0.867603704,-0.205055223,0.016,0.018,1
Gm15396,0.867603704,-0.351581578,0.016,0.018,1
Gm38250,0.867603704,-0.342519097,0.016,0.018,1
Bco1,0.867603704,-0.305787858,0.016,0.018,1
Gm32710,0.867603704,-0.411949966,0.016,0.018,1
Ripply2,0.867603704,-0.297712743,0.016,0.018,1
Gm19967,0.867603704,-0.303687652,0.016,0.018,1
Aanat,0.867603704,-0.348243991,0.016,0.018,1
Papln,0.867603704,-0.318800574,0.016,0.018,1
Gm4707,0.867603704,-0.262750639,0.016,0.018,1
Gm42937,0.86815247,-0.182067248,0.144,0.146,1
1700088E04Rik,0.869323404,-0.16294983,0.08,0.085,1
Cfap300,0.869707352,-1.045422211,0.059,0.055,1
Rptor,0.870221715,-0.127319457,0.588,0.518,1
Slc35d2,0.870338772,-0.279514304,0.107,0.11,1
Frmd5,0.870860796,-0.1433693,0.144,0.146,1
Nmi,0.871221023,-0.159682799,0.358,0.341,1
Coq6,0.871263586,-0.122253785,0.16,0.146,1
Ndst2,0.871291936,-0.394091126,0.075,0.079,1
Rgs5,0.871300191,-0.901495501,0.016,0.018,1
Gm14033,0.871300191,-0.202854706,0.016,0.018,1
4930417H01Rik,0.871300191,-0.20357887,0.016,0.018,1
Kcnn3,0.871300191,0.733753579,0.016,0.018,1
Hist2h2ac,0.871300191,-0.169125885,0.016,0.018,1
Exoc3l2,0.871300191,-0.951179636,0.016,0.018,1
Gm45740,0.871300191,-0.334653185,0.016,0.018,1
Gm17545,0.871300191,2.481802459,0.016,0.018,1
Megf11,0.871300191,-0.546139977,0.016,0.018,1
Fbxl22,0.871300191,-0.19971774,0.016,0.018,1
Arhgap18,0.871300191,-0.106030607,0.016,0.018,1
Prss57,0.871300191,-0.166076124,0.016,0.018,1
Gm47080,0.871300191,-0.557486251,0.016,0.018,1
Gm48163,0.871300191,-0.199978587,0.016,0.018,1
Gm2237,0.871300191,-0.299086352,0.016,0.018,1
Gm33906,0.871300191,-0.227496848,0.016,0.018,1
Tmem71,0.871300191,-0.224480194,0.016,0.018,1
Fam43a,0.871300191,-0.325713683,0.016,0.018,1
Orc3,0.871665959,-0.123468651,0.364,0.354,1
5430403G16Rik,0.871680233,-0.264827504,0.144,0.128,1
Tstd2,0.871763239,-0.271414005,0.417,0.402,1
Sh3tc2,0.871773847,-0.126241468,0.059,0.055,1
Eral1,0.871823351,-0.211357046,0.241,0.238,1
Ndc80,0.87193153,-0.13104033,0.086,0.079,1
Phc1,0.872108271,-0.187350809,0.139,0.14,1
Plagl2,0.872190511,-0.166607875,0.08,0.073,1
C2,0.872614647,0.217132969,0.096,0.091,1
Mbd6,0.872682697,0.105332063,0.46,0.445,1
Dnajc24,0.872841355,-0.15886965,0.38,0.36,1
Obscn,0.873035705,0.442419856,0.027,0.024,1
Nsrp1,0.87322112,-0.200372766,0.567,0.518,1
Lrrc4,0.873513413,-0.124147226,0.107,0.098,1
9330104G04Rik,0.873674251,-0.266254407,0.048,0.043,1
Npm3,0.87388209,0.155816957,0.187,0.183,1
Eef1akmt2,0.873944905,-0.230988429,0.39,0.372,1
BC037039,0.873976073,-0.172244198,0.053,0.049,1
Dcp1b,0.874637494,0.27406029,0.283,0.262,1
Rcsd1,0.874999491,-0.141686814,0.016,0.018,1
Mutyh,0.874999491,-0.19259396,0.016,0.018,1
Tsks,0.874999491,-0.158883656,0.016,0.018,1
Gm15991,0.874999491,-0.189645019,0.016,0.018,1
Gm29571,0.874999491,-0.151532259,0.016,0.018,1
Sox9,0.874999491,-0.133099458,0.016,0.018,1
Gm49497,0.874999491,2.003353758,0.016,0.018,1
Rhpn1,0.874999491,-0.202936324,0.016,0.018,1
Commd5,0.874999491,-0.270562688,0.016,0.018,1
Snai2,0.874999491,-0.562461447,0.016,0.018,1
Magee2,0.874999491,-0.219789912,0.016,0.018,1
Gm32647,0.875229907,0.250147914,0.021,0.024,1
Erp44,0.875595384,0.179924458,0.476,0.433,1
Slc39a1,0.875889706,0.553308622,0.118,0.122,1
Igfbp6,0.876070057,1.874196034,0.027,0.024,1
Dvl2,0.876149948,0.116945052,0.053,0.049,1
Dcn,0.876580804,0.799034612,0.091,0.085,1
Suox,0.876581172,-0.130143112,0.289,0.268,1
Rmdn3,0.876669865,-0.141073633,0.289,0.262,1
Pask,0.876679551,-0.289530214,0.059,0.061,1
Brinp1,0.876800497,0.180516838,0.594,0.622,1
Tmem17,0.877293556,-0.41409293,0.246,0.25,1
Agps,0.877579928,0.141731691,0.668,0.634,1
Baz2a,0.87782615,-0.177660613,0.615,0.61,1
Nudt15,0.877990868,-0.36172259,0.166,0.159,1
Glcci1,0.878122979,0.100027354,0.727,0.622,1
6030442K20Rik,0.878701524,-0.126790707,0.016,0.018,1
Sdc1,0.878701524,0.288460321,0.016,0.018,1
Esr2,0.878701524,0.216991526,0.016,0.018,1
4931429P17Rik,0.878701524,0.300264546,0.016,0.018,1
Btla,0.878701524,-0.119217456,0.016,0.018,1
Rhod,0.878701524,-0.109336322,0.016,0.018,1
Xlr3c,0.878701524,-0.139612907,0.016,0.018,1
Gm48420,0.878701996,-0.367813488,0.059,0.061,1
Usp39,0.879694715,-0.210329387,0.38,0.341,1
Gan,0.879723114,0.138521373,0.754,0.762,1
Gm17226,0.879997727,-0.409096767,0.091,0.091,1
Tex22,0.880048444,-0.339729093,0.059,0.055,1
Rnaset2a,0.880048444,-0.137901229,0.059,0.055,1
Gm38190,0.880500488,-0.351305555,0.053,0.049,1
Galnt16,0.880635188,-0.258393705,0.086,0.079,1
Hdhd5,0.881030372,-0.150356958,0.15,0.14,1
Zfp111,0.88118514,-0.123792396,0.08,0.073,1
Trafd1,0.881695504,-0.124280974,0.588,0.61,1
Psen1,0.88195399,-0.113572494,0.503,0.47,1
Phf6,0.882136457,0.109775572,0.706,0.671,1
Gm47350,0.882144186,0.35503585,0.027,0.024,1
Il20rb,0.882406212,0.123735569,0.016,0.018,1
Dgkeos,0.882406212,-0.115910544,0.016,0.018,1
Pole2,0.882406212,0.279976952,0.016,0.018,1
Gm13376,0.88274925,-0.609100907,0.059,0.061,1
Gm50107,0.88274925,-0.259498201,0.059,0.061,1
A530041M06Rik,0.882751325,-0.124365459,0.064,0.067,1
Clstn3,0.882832168,-0.304535511,0.348,0.341,1
Gmppa,0.883053619,-0.292182434,0.294,0.28,1
Trmt10c,0.883212524,-0.392416033,0.182,0.165,1
Ing2,0.883715512,-0.474049195,0.524,0.482,1
Gm10053,0.883878691,-0.412454217,0.193,0.189,1
Mthfd2,0.883987279,-0.218212676,0.642,0.628,1
Lrrc41,0.88409568,-0.139164375,0.642,0.567,1
Prtg,0.884379514,-0.216579127,0.07,0.073,1
Casp8ap2,0.884628562,-0.190494103,0.305,0.311,1
Mmp23,0.884836479,-0.229705605,0.096,0.098,1
Gm21691,0.885183875,0.117012692,0.027,0.024,1
Nfx1,0.885226384,-0.208269033,0.588,0.53,1
Clk2,0.885385789,-0.513279539,0.214,0.213,1
Afap1l2,0.885601828,0.179611713,0.139,0.134,1
Cxxc1,0.885844026,-0.129441303,0.39,0.384,1
Cyb5r4,0.885987035,-0.11888275,0.797,0.817,1
B3galnt2,0.886512377,-0.308866235,0.123,0.11,1
Sinhcaf,0.886599562,0.26629333,0.144,0.134,1
CK137956,0.886632751,-0.217849786,0.064,0.067,1
Selenon,0.886812936,0.177874151,0.321,0.323,1
Atxn7l1,0.886885868,-0.110997571,0.449,0.445,1
Naa25,0.887333271,-0.158866414,0.642,0.585,1
Golph3l,0.887455412,-0.195641794,0.348,0.335,1
Whamm,0.887584374,-0.124772143,0.278,0.256,1
Ccdc77,0.888087513,-0.186331029,0.139,0.128,1
D130020L05Rik,0.888107609,-0.108074683,0.128,0.116,1
